interaction_nr,position,user_id,text,extended_fulltext,label,diff_after_response
19,from reaction_id,750915044,@easyJet Thanks. I spoke with them on the day and did what they asked. Will try again to do this though. Thanks,,0.0,1.0
20,from tweet_id,421908101,@British_Airways is there currently an issue with eStore avios being awarded? Approved points disappeared/not added… https://t.co/r3jrXzxXsa,"@British_Airways is there currently an issue with eStore avios being awarded? Approved points disappeared/not added, online shops not showing as pending - all raised via missing Avios link as suggested and no responses to date for weeks now? Please advise?",0.0,None
20,from response_id,18332190,"@sharples_01 Let us see how we can help with this, Chris. Drop us a DM with as much info as possible and remember t… https://t.co/YsaRFaQDwv","@sharples_01 Let us see how we can help with this, Chris. Drop us a DM with as much info as possible and remember to include your account number. We may need to confirm you are who you say you are by asking a couple more questions depending on what you need help with. Cecilia https://t.co/L1epyfzysM",None,None
20,from reaction_id,421908101,@British_Airways Done ✅,,0.5,0.5
21,from tweet_id,391110195,Loaded up on my flight to Lexington and have a friend picking me up. Not holding my breath since I was sitting in a… https://t.co/HK8xMv13hL,Loaded up on my flight to Lexington and have a friend picking me up. Not holding my breath since I was sitting in a seat last night and did t make it. Service from @AmericanAir was better today but I am still fuming over how I was treated last night.,-0.5,None
21,from response_id,22536055,@JohnMcCarthy3rd We understand and we'll continue to aim to have a better travel days when you're with us. Send us… https://t.co/GwNA3WuyCb,"@JohnMcCarthy3rd We understand and we'll continue to aim to have a better travel days when you're with us. Send us a DM with you record, when you arrive.",None,None
21,from reaction_id,391110195,@AmericanAir Just did,,0.0,0.5
22,from tweet_id,1106226766883053568,"@lufthansa hi, I left my laptop on LH2482 1950 MUN-LHR last Wednesday. I have contacted Heathrow and they have yet… https://t.co/WTWAFZxIOe","@lufthansa hi, I left my laptop on LH2482 1950 MUN-LHR last Wednesday. I have contacted Heathrow and they have yet to receive it. Why haven't your employees handed it in yet?",0.0,None
22,from response_id,124476322,"@j_linthorpe Sorry to hear. As I have no access to the baggage tracing system here on Twitter, I recommend that you… https://t.co/8c8Bivvhyy","@j_linthorpe Sorry to hear. As I have no access to the baggage tracing system here on Twitter, I recommend that you please keep in touch with the Lost &amp; Found office in London - they are the right point of contact. /John",None,None
22,from reaction_id,1106226766883053568,@lufthansa The lost and found office at Heathrow? Or the Lufthansa one?,,0.0,0.0
24,from tweet_id,1128738626257526784,@easyJet will I be able to fly from Belfast to Luton with my driving license,,0.0,None
24,from response_id,38676903,"@Jessie95213045 Hi Jessie, yes, a valid photographic driving licence, provisional or full is accepted for domestic… https://t.co/eNoYQXK8YY","@Jessie95213045 Hi Jessie, yes, a valid photographic driving licence, provisional or full is accepted for domestic flights🚗. See here for more info - https://t.co/R3gAHaWGfm. Hanna",None,None
24,from reaction_id,1128738626257526784,@easyJet Thank you 😊,,0.5,0.5
26,from tweet_id,1201936795233062912,"@British_Airways ""if you need to cancel a flight apply for a voucher"" so I did but no voucher. Flight is this morni… https://t.co/Lx9PWJJM38","@British_Airways ""if you need to cancel a flight apply for a voucher"" so I did but no voucher. Flight is this morning so I guess I'll be told no voucher as flight has passed?",-0.5,None
26,from response_id,18332190,"@xucando173 If you've requested a voucher, this information will already be added to your booking. It's currently t… https://t.co/XiLW6EBhNb","@xucando173 If you've requested a voucher, this information will already be added to your booking. It's currently taking around 5 business days for the vouchers to be received. Natalie M",None,None
26,from reaction_id,1201936795233062912,@British_Airways But I'm getting all the info about the flight checking in etc?,,0.0,0.5
27,from tweet_id,52612401,"@EtihadAirways have been getting a harrowing experience in trying to reset my password ,miles ending today..unable… https://t.co/Z02tDwcGqr","@EtihadAirways have been getting a harrowing experience in trying to reset my password ,miles ending today..unable to reset..mail sent..no response..attached info if you care for your customers https://t.co/kSb6JxaDHH",-0.5,None
27,from response_id,45621423,@santoshpatnaik We have replied to your DM. *Ivy,,None,None
27,from reaction_id,52612401,@EtihadAirways The DM doesn't help..where is the concrete solution to my query?,,-0.5,0.0
28,from tweet_id,152693416,@British_Airways why can you not offer us what Delta are offering? - free of charge change of flights:… https://t.co/cgeKwohDql,"@British_Airways why can you not offer us what Delta are offering? - free of charge change of flights:
https://t.co/GiJAPKacgL
I have booked a BA holiday so if flights are cancelled on strike days what will you do about my hotel and flight?",-0.5,None
28,from response_id,18332190,"@raging_daddy As previously advised, we plan to operate our schedule as normal. If your travel plans were disrupted… https://t.co/SUEix5gZpv","@raging_daddy As previously advised, we plan to operate our schedule as normal. If your travel plans were disrupted, we will accommodate you until we're able to get you on another flight. David",None,None
28,from reaction_id,152693416,"@British_Airways Ok so we arrive fri 26th and the flight is cancelled say, and 27th is planned for strikes too so t… https://t.co/7rFSh3jCLg","@British_Airways Ok so we arrive fri 26th and the flight is cancelled say, and 27th is planned for strikes too so that flight is cancelled too. I have a 15 night holiday booked through you. Will you accommodate me for the 2x nights of my holiday I would have missed out on abroad?",-0.5,0.0
29,from tweet_id,760430989151768576,"@easyJet hi, i can’t check in as it keeps say surname or booking reference are incorrect when they are both correct?",,0.0,None
29,from response_id,38676903,"@_niamhstrong Hi Niamh, are you trying to check in through the app? Chris",,None,None
29,from reaction_id,760430989151768576,@easyJet tried both the app and the website,,0.0,0.0
30,from tweet_id,815307628775620608,"@VirginAtlantic That’s awesome! So when I check in online, where will the boarding passes be stored? On the app?",,0.5,None
30,from response_id,20626359,@ryanfree0723 Yes you got it! ^NM,,None,None
30,from reaction_id,815307628775620609,@VirginAtlantic Great! And then I’ll be able to access them straight through the app?,,0.5,0.0
31,from tweet_id,17899478,@AmericanAir  after I cancelled numerous meetings to leave 3 hours early.  Ridiculous.  Really poor customer service.,,-1.0,None
31,from response_id,22536055,@RobertKurtz We're very sorry for the inconvenience this caused. The flight was originally cancelled due to air traffic and then reinstated.,,None,None
31,from reaction_id,17899478,@AmericanAir Why wasn't I notified?,,-0.5,0.5
32,from tweet_id,89262337,Another delay in my trip home. @AmericanAir you really are pushing the record for how long it takes to get from NYC to LA,,-0.5,None
32,from response_id,22536055,@grantcbmx Our team will get you home as quickly as we can. We're so sorry that it's taking a bit longer than expected.,,None,None
32,from reaction_id,89262337,@AmericanAir These responses are pointless. Im never flying with you again. Worst costumer service ever,,-1.0,-0.5
33,from tweet_id,1113184390610214912,@lufthansa  I would like to know the baggage allowance for my itinerary. Can you let me know if I should DM you the booking details?,,0.0,None
33,from response_id,124476322,"@PratikK19701796 Please send me the booking code and complete passenger name via DM, I will ask my colleagues to ha… https://t.co/BP8pa8IXF0","@PratikK19701796 Please send me the booking code and complete passenger name via DM, I will ask my colleagues to have a look. /Lua https://t.co/8mYzRJlA1d",None,None
33,from reaction_id,1113184390610214913,@lufthansa I have sent you a DM. Can you please take a look?,,0.0,0.0
34,from tweet_id,21698564,After an EXHAUSTING and truly frustrating process of trying to check in and check my bag for @AmericanAir/… https://t.co/L0MWYt0YmI,"After an EXHAUSTING and truly frustrating process of trying to check in and check my bag for @AmericanAir/@British_Airways for my flight home from Madrid, I’m somehow economy on @Iberia_en to LHR and refused access to the lounge. Cool guys. Remind me to do this again next time 🙄",-1.0,None
34,from response_id,18332190,"@tulsablonde We'd only deny lounge access if you're not eligible to access the lounge, Annie. We're sorry for any d… https://t.co/C7gDlY2xlZ","@tulsablonde We'd only deny lounge access if you're not eligible to access the lounge, Annie. We're sorry for any disappointment caused. Steph",None,None
34,from reaction_id,21698564,@British_Airways I’d really like a response as to why when there was a premium cabin I was in economy at the back o… https://t.co/fpW2hiUHXi,@British_Airways I’d really like a response as to why when there was a premium cabin I was in economy at the back of the plane when I payed for business. I sprinted through LHR and barely made my flight. Happy to DM my details when I land if you’ll actually respond with proper customer service.,-0.5,0.5
35,from tweet_id,434957134,@americanair I’m scheduled biz class for a flight delayed 2 hours &amp; I am told there’s a change fee to actually book… https://t.co/ZU7RSEJ5BA,"@americanair I’m scheduled biz class for a flight delayed 2 hours &amp; I am told there’s a change fee to actually book me on an earlier flight w/ open seats instead of standby 

Oh then you are going to keep my money for difference in class? #messedup",-1.0,None
35,from response_id,22536055,"@HRwhale We're glad to see you made the earlier flight in the cabin purchased. Time to sit back, relax and our crew… https://t.co/ag4zd7uKX9","@HRwhale We're glad to see you made the earlier flight in the cabin purchased. Time to sit back, relax and our crew will take great care of you.",None,None
35,from reaction_id,434957134,@AmericanAir I did but please empower your team to simply make at least the first half happen and if the 2nd can’t… https://t.co/oF5XVFNT2d,"@AmericanAir I did but please empower your team to simply make at least the first half happen and if the 2nd can’t then refund the difference.

Your people are top rate...your policies not so much.",-0.5,0.5
36,from tweet_id,2500043808,@KLM boarding pass download in wallet only via app?? What kinda no-service is that? I dont want your app for 1 flight,,-0.5,None
36,from response_id,56377143,"@wolfram_goethe &lt;&lt;&lt; If you are unable to print it, you can print it at a self-service check-in kiosk or at a check-… https://t.co/bzDiqnf8YJ","@wolfram_goethe &lt;&lt;&lt; If you are unable to print it, you can print it at a self-service check-in kiosk or at a check-in desk at the airport. Please note that some countries may require a check of your e-ticket, itinerary or booking confirmation for security or immigration purposes.",None,None
36,from reaction_id,2500043808,"@KLM Nice automated answer. Customer Service on 💯. I dont want to print it, it's not 1980 anymore. I want to downlo… https://t.co/cxHQa7JQjM","@KLM Nice automated answer. Customer Service on 💯. I dont want to print it, it's not 1980 anymore. I want to download the pass in Apple wallet",-0.5,0.0
37,from tweet_id,21698564,After an EXHAUSTING and truly frustrating process of trying to check in and check my bag for @AmericanAir/… https://t.co/L0MWYt0YmI,"After an EXHAUSTING and truly frustrating process of trying to check in and check my bag for @AmericanAir/@British_Airways for my flight home from Madrid, I’m somehow economy on @Iberia_en to LHR and refused access to the lounge. Cool guys. Remind me to do this again next time 🙄",-1.0,None
37,from response_id,18332190,"@tulsablonde We'd only deny lounge access if you're not eligible to access the lounge, Annie. We're sorry for any d… https://t.co/C7gDlY2xlZ","@tulsablonde We'd only deny lounge access if you're not eligible to access the lounge, Annie. We're sorry for any disappointment caused. Steph",None,None
37,from reaction_id,21698564,@British_Airways I’d really like a response as to why when there was a premium cabin I was in economy at the back o… https://t.co/8EKxhh5uaq,@British_Airways I’d really like a response as to why when there was a premium cabin I was in economy at the back of the plane when I paid for business. I sprinted through LHR and barely made my flight. Happy to DM my details when I land if you’ll actually respond with proper customer service.,0.0,1.0
38,from tweet_id,532259480,@British_Airways I’ve deleted my browsing history and the offer is still there https://t.co/LQ2CdSde5l,,0.0,None
38,from response_id,18332190,@JoBunski How strange! Have you tried to process the payment for the upgrade? Liz,,None,None
38,from reaction_id,532259480,@British_Airways Also if it’s a system error then it doesn’t mean that upgrade price is not available https://t.co/PGL0L5ysIQ,,0.0,0.0
39,from tweet_id,20747661,EVERY single time @AmericanAir makes me check my carryon I walk on that plane and there’s tons of space in the overhead bins. 😡😡😡,,-1.0,None
39,from response_id,22536055,"@KassieME Our agents gauge the bin space based on flight loads. If we're expected to be full, we may ask you to check your bag instead.",,None,None
39,from reaction_id,20747661,@AmericanAir Flight not THAT full and your agents made a sick lady unnecessarily check her bag with medicine in it.… https://t.co/P4xjNUAaIk,@AmericanAir Flight not THAT full and your agents made a sick lady unnecessarily check her bag with medicine in it. also the baggage claim took 45 mins because it was incorrectly advertised the wrong claim area,-0.5,0.5
40,from tweet_id,741300549228855296,Finally arrived in Berlin after 4 hour delay because of issues with @KLM #Kl1823. Only achievement? Getting here. L… https://t.co/nFAFMqfyQ7,Finally arrived in Berlin after 4 hour delay because of issues with @KLM #Kl1823. Only achievement? Getting here. Looking forward to gear shopping... do @BlackstyleLatex and Gear Berlin have January sales??? #hereshoping,0.0,None
40,from response_id,56377143,@DungeonDaddyDom We can understand that this was not how you expected your journey to go. For unforeseen expenses d… https://t.co/7PZF6Tol6s,"@DungeonDaddyDom We can understand that this was not how you expected your journey to go. For unforeseen expenses due to delayed flight, you may request for possible compensation through this link here: https://t.co/eVmLQWvsLF.",None,None
40,from reaction_id,741300549228855296,@KLM Well we wasted our entire day of our holiday which wasn't what we hoped. How do you compensate for that? 🤔,,-0.5,-0.5
41,from tweet_id,164028138,"Imagine that @AmericanAir, ANOTHER flight significantly delayed or canceled by maintenance issues or scheduling. 20… https://t.co/uVfVIXUTS8","Imagine that @AmericanAir, ANOTHER flight significantly delayed or canceled by maintenance issues or scheduling. 20+ flights for me alone this year! I've lost count. #endthemonoploy @DOJPH @tedcruz @JohnCornyn",-1.0,None
41,from response_id,22536055,@genericancitizn This isn't something we'd like to keep repeating. We'll have you wheels up and on your way ASAP.,,None,None
41,from reaction_id,164028138,@AmericanAir @DOJPH @tedcruz @JohnCornyn not likely. As I said this is not my first time. Your bot replies are trit… https://t.co/0VRYbHwCDP,@AmericanAir @DOJPH @tedcruz @JohnCornyn not likely. As I said this is not my first time. Your bot replies are trite and not helpful. I spend 10Ks of $ with you but your #monopoly on major airports gives passengers no choice. #breakitup,-1.0,0.0
42,from tweet_id,916127390618800128,@AmericanAir Why Is every flight to and from Cancun overbooked? I’ve had nothing but issues making sure guests atte… https://t.co/pdkP5ATmNZ,@AmericanAir Why Is every flight to and from Cancun overbooked? I’ve had nothing but issues making sure guests attending my wedding were okay. You’ve really let me down this week. My husband has platinum status and I’m going to ask him to stop flying with you.,-1.0,None
42,from response_id,22536055,"@JulesS610 We never want to disappoint you, Jules. Overbooking is commonly used among most carriers due to the numb… https://t.co/FQroMxaCC6","@JulesS610 We never want to disappoint you, Jules. Overbooking is commonly used among most carriers due to the number of no-shows and cancellations.",None,None
42,from reaction_id,916127390618800128,@AmericanAir That is a poor excuse.  You’re basically telling me that your customers travel plans don’t matter beca… https://t.co/GgmFW3r76k,@AmericanAir That is a poor excuse.  You’re basically telling me that your customers travel plans don’t matter because you’re trying to ensure your profiting off each flight. Really just bad customer service.,-1.0,0.0
43,from tweet_id,1146144122123804672,"@British_Airways hi guys, thought your sale was on until end of the month, if so why has a deal I found gone up nea… https://t.co/wjgiG4ii4F","@British_Airways hi guys, thought your sale was on until end of the month, if so why has a deal I found gone up nearly £200pp? gutted about it looks like no summer holiday for us now xxx",-0.5,None
43,from response_id,18332190,"@justangiebo Hi Angie, all prices are subject to availability and can't be guaranteed until payment is confirmed. A… https://t.co/CxVAYZO4Vq","@justangiebo Hi Angie, all prices are subject to availability and can't be guaranteed until payment is confirmed. As we operate a live global system, these prices can change on a second by second basis. Cody",None,None
43,from reaction_id,1146144122123804672,@British_Airways I understand but £200 is a lot per person :( a few quid each even the car hire has jumper up xxx,,-0.5,0.0
44,from tweet_id,595003408,"@easyJet Please give some relief, reassurance, and refunds for those of us affected by the latest quarantines in It… https://t.co/mNnL5GW1in","@easyJet Please give some relief, reassurance, and refunds for those of us affected by the latest quarantines in Italy! All of my accommodations, tours, activities, etc. are cancelled in Rome, so I would hope my flight could be refunded as well. Please help!",0.0,None
44,from response_id,38676903,"@lisacshin We continue to operate to and from Italy, and are working closely with the WHO on the increased uncertai… https://t.co/jq72aiYxSJ","@lisacshin We continue to operate to and from Italy, and are working closely with the WHO on the increased uncertainty that COVID-19 may be causing. Due to a slowing in demand to the region, we have made the decision to cancel some flights between the 13th March and 31st March 2020. Lee",None,None
44,from reaction_id,119600561,@easyJet @lisacshin You are an absolute disgrace of a company. You have no regard for your staff or customers well… https://t.co/wOGg8WDTqO,@easyJet @lisacshin You are an absolute disgrace of a company. You have no regard for your staff or customers well being. Money grabbing bastatds!,-1.0,-1.0
45,from tweet_id,958722840924250112,"@lufthansa 
It is disgraceful that you are offering an option for a connection London - Salzburg via Frankfurt with… https://t.co/kplvriT5wH","@lufthansa 
It is disgraceful that you are offering an option for a connection London - Salzburg via Frankfurt with just 50minutes apart. Our plane from London was on time but with security queuing in the transit area and the distance to walk to departures (we ran!), we only made",-1.0,None
45,from response_id,124476322,@che_mem The required minimum connecting time is set by each airport and is 45min for your routing. I'm sorry to he… https://t.co/UrYsZv7CoC,@che_mem The required minimum connecting time is set by each airport and is 45min for your routing. I'm sorry to hear you felt it was too short. /Nes,None,None
45,from reaction_id,958722840924250113,@lufthansa You know very well that that is misleading the public. We were not the only ones missing connections yes… https://t.co/Dl1gU7aUfI,@lufthansa You know very well that that is misleading the public. We were not the only ones missing connections yesterday. There were lots os people upset and a young girl was crying because she was going to miss her sister's wedding. It seemed like having organised a trip by coach to the,-1.0,0.0
46,from tweet_id,701722602,"2/2 I completely appreciate you’re really busy and maybe you’re getting round to cancelling all flights, but surely… https://t.co/VqEAI71Pq0","2/2 I completely appreciate you’re really busy and maybe you’re getting round to cancelling all flights, but surely if you’re cancelling flights later in the month they can’t be expected to fly next week if we’re in lockdown and it’s not essential travel? @British_Airways thanks!",-0.5,None
46,from response_id,18332190,"@danielle_m95 Hi. At the moment, refunds are only available for flights that are cancelled. The alternative is to r… https://t.co/a9UVORJL8t","@danielle_m95 Hi. At the moment, refunds are only available for flights that are cancelled. The alternative is to request a voucher or contact your travel insurance provider. Ste",None,None
